,date,link,model,nb_replies,nb_views,title,user
196,latest reply 1 month ago                             by roaminggnome,/thread/8200648,iphone_X,1 reply,52 views,"Can we please get the option to add at the very minimum, ONE other face to our faceID?",asked by gamertaboo
197,latest reply 1 month ago                             by SergZak,/thread/8199264,iphone_X,3 replies,69 views,can i use a1357 usb power adapter with my iphone x ?,asked by decimert
198,latest reply 1 month ago                             by KiltedTim,/thread/8200503,iphone_X,3 replies,127 views,Sprint iPhone x. Apple store purchase. ?unlocked,asked by amitfromnb
199,latest reply 1 month ago                             by from0toHero,/thread/8184302,iphone_X,18 replies,511 views,iPhone X Taptic Engine Issue,asked by Aditya407
200,latest reply 1 month ago                             by gulliver.74,/thread/8200112,iphone_X,1 reply,43 views,Are non-Qi-certified wireless chargers unsafe to use?,asked by IntraMind
201,latest reply 1 month ago                             by ProustGiulio,/thread/8199690,iphone_X,1 reply,77 views,Is there an iOS fast charging (by cable) requirement?,asked by Patrick18191
202,latest reply 1 month ago                             by littledope,/thread/8197623,iphone_X,2 replies,130 views,CPU slow of many iPhone.... WHY???,asked by littledope
203,latest reply 1 month ago                             by littledope,/thread/8196806,iphone_X,2 replies,97 views,iPhone SE low Cpu... Why?,asked by littledope
204,latest reply 1 month ago                             by Briansyddall,/thread/8199064,iphone_X,2 replies,84 views,Everyday my iPhone asks for my appleID password,asked by 2015imsjfw
205,latest reply 1 month ago                             by becky_s22,/thread/8198377,iphone_X,1 reply,81 views,line on iPhone x screen only in messages,asked by ifitmakesuhappy
206,latest reply 1 month ago                             by Briansyddall,/thread/8177527,iphone_X,7 replies,497 views,Low iPhone X geekbench score,asked by NicolaiNNielsen
207,latest reply 1 month ago                             by welafever,/thread/8197634,iphone_X,1 reply,49 views,iPhone X updates itself over night,asked by Bosen2017
208,latest reply 1 month ago                             by perdooky,/thread/8197155,iphone_X,4 replies,91 views,Camera lens damaged after taking photo of my bright white computer screen about 1 inch away (with and without flash).,asked by perdooky
209,latest reply 1 month ago                             by diodes123,/thread/8198102,iphone_X,3 replies,57 views,iOS 11.2 ~ older iPhone vs X,asked by ebliesze56
210,latest reply 1 month ago                             by LexSmart,/thread/8178781,iphone_X,6 replies,141 views,iPhone x - People constantly complaining the voice quality is muffled or very low when using phone to ear without bluetooth,asked by acjrcas
211,latest reply 1 month ago                             by rbrylawski,/thread/8197815,iphone_X,1 reply,37 views,Unlocked iPhone X,asked by lucasnog
212,latest reply 1 month ago                             by stedman1,/thread/8197625,iphone_X,1 reply,68 views,is it ok to leave the phone on charger ?,asked by Mustafaarun
213,latest reply 1 month ago                             by diodes123,/thread/8193789,iphone_X,2 replies,68 views,if i can upgrade to iphone X,asked by INNUSIKK
214,latest reply 1 month ago                             by David Hollar,/thread/8195550,iphone_X,6 replies,55 views,Compass not working,asked by mhibsch
215,latest reply 1 month ago                             by SerkanOz,/thread/8190226,iphone_X,4 replies,75 views,Bad Screen of iPhone X,asked by SerkanOz
216,latest reply 1 month ago                             by Allen A,/thread/8194859,iphone_X,1 reply,315 views,iPhone X Battery life,asked by KaushalS
217,latest reply 1 month ago                             by MrBill3,/thread/8195456,iphone_X,1 reply,21 views,unable to create/save new contacts,asked by Stonewall13
218,1 month ago,/thread/8195512,iphone_X,0 replies,37 views,"Green Line,  then completely unresponsive.",asked by TheJackal44
219,latest reply 1 month ago                             by Mikeydw76,/thread/8194944,iphone_X,2 replies,71 views,Attention Aware,asked by Mikeydw76
220,latest reply 1 month ago                             by Phil0124,/thread/8192271,iphone_X,1 reply,52 views,Can I retrun my Iphone X?,asked by cindyfromqueenstown
221,latest reply 1 month ago                             by Frederico,/thread/8195063,iphone_X,2 replies,123 views,iPhone X Battery Drain Due To *UNUSED* Flashlight,asked by Frederico
222,latest reply 1 month ago                             by WynWins,/thread/8194882,iphone_X,2 replies,53 views,Can you remove the emoji button at the bottom of iPhone X keyboard?,asked by WynWins
223,latest reply 1 month ago                             by showbear,/thread/8194107,iphone_X,3 replies,144 views,iPhone X poor cell phone performance,asked by showbear
224,latest reply 1 month ago                             by LambdaEnt,/thread/8169124,iphone_X,5 replies,317 views,iPhone X annoying screenshot feature,asked by mrwrighty
225,latest reply 1 month ago                             by noodle99,/thread/8193811,iphone_X,3 replies,52 views,auto lock screen,asked by msqbrian
226,latest reply 1 month ago                             by madra31,/thread/8194027,iphone_X,1 reply,24 views,Iphone x AT&T GSM version same as the SIM free GSM version?,asked by Noumi
227,latest reply 1 month ago                             by panchososa694,/thread/8193686,iphone_X,1 reply,33 views,"My,Phone,7,Plus,and,Phone,X,crashing,every,min",asked by B7272
228,latest reply 1 month ago                             by ProustGiulio,/thread/8185143,iphone_X,4 replies,158 views,hp sprocket,asked by Keithf56
229,latest reply 1 month ago                             by rbrylawski,/thread/8193227,iphone_X,4 replies,72 views,"When using an Qi certified charger, is there a safety measure that prevents the battery from overcharge?",asked by csepulveda
230,latest reply 1 month ago                             by welafever,/thread/8192734,iphone_X,1 reply,61 views,iPhone X water resistance,asked by rony-z
231,latest reply 1 month ago                             by William Kucharski,/thread/8145979,iphone_X,2 replies,120 views,Iphone X self scrolling issue,asked by chrisfromgastonia
232,1 month ago,/thread/8191859,iphone_X,0 replies,87 views,iPhone X GPS erratic on iOS 11.2,asked by mattebury
233,latest reply 1 month ago                             by tasm1,/thread/8191118,iphone_X,2 replies,49 views,iPhone X sim-free verizon,asked by tasm1
234,latest reply 1 month ago                             by JimmyCMPIT,/thread/8191495,iphone_X,1 reply,95 views,Battery drain worst ever with ios 11.2!!,asked by GLADIATOR_spa
235,latest reply 1 month ago                             by Driver8666,/thread/8191270,iphone_X,4 replies,83 views,does full paid iphone x t-mobile work in egypt ?,asked by Biibooo
236,latest reply 1 month ago                             by julieda,/thread/8189787,iphone_X,4 replies,85 views,Apple care,asked by Jobenw1988
237,latest reply 1 month ago                             by welafever,/thread/8190214,iphone_X,4 replies,51 views,iPhone X wont charge,asked by welafever
238,latest reply 1 month ago                             by madra31,/thread/8190828,iphone_X,1 reply,50 views,ICCID shows on the Iphone is different on the box?,asked by Tycasa
239,latest reply 1 month ago                             by Reese_PEACE24,/thread/8189270,iphone_X,1 reply,106 views,Terms & Conditions indicator on iPhone X will not turn off,asked by hstorck19
240,1 month ago,/thread/8190768,iphone_X,0 replies,20 views,iPhone X,asked by mrjsanchez
241,1 month ago,/thread/8190712,iphone_X,0 replies,20 views,peripherial cameras not working with IOS11 and iPhoneX,asked by sawatzky
242,latest reply 1 month ago                             by Fubga,/thread/8190308,iphone_X,2 replies,58 views,my iphone x is dropping calls before I see them,asked by Fubga
243,latest reply 1 month ago                             by julieda,/thread/8188448,iphone_X,6 replies,58 views,iPhone X and camera,asked by sjmf1982
244,latest reply 1 month ago                             by sinag,/thread/8181380,iphone_X,7 replies,106 views,Iphone X,asked by sopayne19
245,latest reply 1 month ago                             by Briansyddall,/thread/8188851,iphone_X,4 replies,89 views,iPhone X and 1%,asked by MichaelNorthern
246,1 month ago,/thread/8189982,iphone_X,0 replies,26 views,RMA Status - Accurate or misleading?,asked by BruceAE
247,latest reply 1 month ago                             by madra31,/thread/8189375,iphone_X,1 reply,43 views,Iphone X CDMA vs GSM,asked by pdamon
248,1 month ago,/thread/8189210,iphone_X,0 replies,60 views,WhatsApp Showing White Screen on iPhone x,asked by kareambo1000
249,1 month ago,/thread/8189204,iphone_X,0 replies,9 views,iPhone songs skip when rapidly pressing volume button,asked by Sharon Gordon
250,latest reply 1 month ago                             by deggie,/thread/8188820,iphone_X,1 reply,48 views,DC 5V 2.1A + iPhone X?,asked by conorbevan01
251,latest reply 1 month ago                             by Briansyddall,/thread/8188846,iphone_X,2 replies,23 views,Unlocked iphone X,asked by aleglima
252,1 month ago,/thread/8188815,iphone_X,0 replies,27 views,iPhone X locked screen,asked by Vijaykrikhye079903
253,latest reply 1 month ago                             by Briansyddall,/thread/8188698,iphone_X,1 reply,22 views,my iphone x is sending a message from my icloud address instead of my phone number,asked by debi5171
254,latest reply 1 month ago                             by fredtgreco,/thread/8188399,iphone_X,4 replies,78 views,Fast charging iPhone X,asked by fredtgreco
255,latest reply 1 month ago                             by welafever,/thread/8185032,iphone_X,1 reply,141 views,Iphone X Lagging/crashing,asked by Simonfai
256,latest reply 1 month ago                             by fcpuser,/thread/8187948,iphone_X,2 replies,44 views,"Apple pay issue, old credit card not getting deleted from Apple pay when going from iphone 6s to 10",asked by fcpuser
257,latest reply 1 month ago                             by jakeelliot1,/thread/8162742,iphone_X,6 replies,141 views,3D touch on my iPhone X has stopped working,asked by rosensta
258,1 month ago,/thread/8188301,iphone_X,0 replies,25 views,iPhone Upgrade Programme experiences,asked by mrjamesgk
259,latest reply 1 month ago                             by Blain3s,/thread/8183031,iphone_X,6 replies,405 views,iPhone X - A problem was detected with the TrueDepth Camera,asked by Blain3s
260,1 month ago,/thread/8188148,iphone_X,0 replies,49 views,iOS 11 THE ECHO BUG static/crackle/pop,asked by random_apple_
261,latest reply 1 month ago                             by MrBill3,/thread/8187950,iphone_X,1 reply,75 views,Autocorrect keeps changing it to I.T. Any fix?,asked by D.w.johnson0601
262,latest reply 1 month ago                             by hercules-king,/thread/8186665,iphone_X,1 reply,46 views,I phone x,asked by mahesh munna
263,latest reply 1 month ago                             by SonictheGr8,/thread/8187906,iphone_X,3 replies,25 views,Does low power mode impact iPhone X video recording?,asked by SonictheGr8
264,latest reply 1 month ago                             by William Kucharski,/thread/8187509,iphone_X,1 reply,41 views,"in my iphone x lock screen shows the homescreen shades,is it the lcd problem",asked by Eakanath
265,latest reply 1 month ago                             by dwce,/thread/8187466,iphone_X,2 replies,129 views,Iphone X yellow tint display,asked by dwce
266,latest reply 1 month ago                             by Driver8666,/thread/8187501,iphone_X,1 reply,41 views,Imessage is taking forever to activate on my iPhone X,asked by cbj31968
267,latest reply 1 month ago                             by welafever,/thread/8186758,iphone_X,1 reply,27 views,my new iphoneX double image,asked by mannypons
